,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
271,Jaxson Hayes,C,23,LAL,63,4,12.0,1.7,2.4,.707,0.0,0.1,.000,1.7,2.3,.746,.707,0.7,1.1,.625,0.9,1.9,2.9,0.4,0.4,0.4,0.6,1.7,4.1,2024,13.5,.707,.053,.480,9.1,16.8,13.1,4.9,1.7,2.7,16.2,12.4,1.2,0.9,2.1,.130,-3.1,0.8,-2.3,0.0
299,Jay Huff,C,25,DEN,16,0,2.5,0.4,0.8,.538,0.2,0.6,.333,0.3,0.3,1.000,.654,0.1,0.1,1.000,0.1,0.6,0.6,0.1,0.1,0.1,0.1,0.4,1.2,2024,15.0,.684,.692,.154,2.9,24.4,13.9,3.4,1.2,2.1,6.7,16.2,0.1,0.1,0.1,.161,-1.1,-0.4,-1.5,0.0
97,Jaylen Brown,SF,27,BOS,65,65,33.6,9.1,18.0,.504,2.1,5.9,.354,7.0,12.1,.576,.562,3.1,4.4,.699,1.2,4.3,5.5,3.6,1.2,0.5,2.3,2.6,23.3,2024,19.0,.584,.326,.247,3.9,13.3,8.8,16.8,1.7,1.2,10.3,28.8,2.9,3.0,5.9,.129,1.2,-0.1,1.0,1.7
477,Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,2024,6.6,.453,.418,.055,2.0,8.0,4.9,15.7,0.9,0.0,8.2,16.9,-0.1,0.1,0.0,-0.009,-5.9,-1.5,-7.4,-0.2
690,Jaylin Williams,C,21,OKC,60,0,12.5,1.3,3.1,.401,0.8,2.0,.369,0.5,1.1,.462,.521,0.4,0.5,.821,0.5,2.8,3.3,1.4,0.4,0.4,0.5,1.4,3.6,2024,11.8,.547,.652,.150,4.5,24.0,14.6,13.1,1.5,3.0,11.9,13.1,0.6,1.2,1.8,.118,-1.3,1.9,0.6,0.5
615,Jayson Tatum,PF,25,BOS,68,68,36.0,9.2,19.5,.472,3.1,8.3,.378,6.1,11.2,.542,.553,5.7,6.9,.832,0.9,7.3,8.2,4.9,1.0,0.6,2.5,2.0,27.3,2024,22.6,.605,.426,.353,2.9,21.1,12.4,21.1,1.4,1.4,10.1,30.3,6.0,3.8,9.8,.193,4.6,0.6,5.2,4.4
691,Jeenathan Williams,SG,24,HOU,17,0,5.5,1.0,2.1,.486,0.1,0.2,.250,0.9,1.8,.516,.500,0.4,0.6,.700,0.6,0.4,0.9,0.4,0.2,0.0,0.1,0.6,2.5,2024,14.2,.533,.114,.286,11.3,6.8,9.1,9.4,1.5,0.0,4.8,18.7,0.1,0.1,0.2,.119,-1.8,-0.8,-2.5,0.0
169,Jeff Dowtin,PG,26,PHI,6,0,13.5,1.8,3.2,.579,1.2,2.3,.500,0.7,0.8,.800,.763,0.3,0.3,1.000,0.2,1.5,1.7,2.7,0.7,0.2,0.5,0.0,5.2,2024,19.7,.780,.737,.105,1.3,12.6,6.8,27.4,2.4,1.1,13.1,12.2,0.3,0.1,0.4,.220,3.4,1.7,5.1,0.1
246,Jeff Green,PF,37,HOU,69,5,16.8,2.1,4.5,.465,0.6,1.8,.339,1.5,2.7,.551,.534,1.6,1.9,.811,0.6,1.7,2.2,0.8,0.2,0.4,0.6,1.3,6.4,2024,10.8,.594,.407,.423,3.6,10.7,7.1,6.8,0.5,2.4,10.6,15.2,1.1,1.1,2.3,.094,-2.0,-0.2,-2.2,-0.1
240,Jerami Grant,PF,29,POR,54,54,33.9,7.1,15.7,.451,2.1,5.1,.402,5.0,10.6,.474,.516,4.7,5.8,.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,2024,15.4,.573,.325,.367,2.2,10.1,5.9,13.7,1.2,1.7,10.5,25.7,1.6,0.9,2.6,.067,0.9,-1.1,-0.2,0.8
551,Jeremiah Robinson-Earl,PF,23,NOP,33,1,9.3,1.3,2.6,.488,0.4,1.0,.353,0.9,1.6,.577,.558,0.4,0.5,.800,0.6,1.5,2.1,0.6,0.3,0.1,0.4,0.7,3.3,2024,12.7,.583,.395,.174,7.7,17.0,12.4,8.6,1.6,1.3,12.3,14.9,0.3,0.4,0.7,.111,-1.3,0.1,-1.2,0.1
601,Jeremy Sochan,PF,20,SAS,74,73,29.6,4.6,10.5,.438,0.9,3.1,.308,3.6,7.4,.492,.483,1.5,1.9,.771,1.9,4.6,6.4,3.4,0.8,0.5,1.9,2.3,11.6,2024,11.4,.513,.293,.186,6.7,17.0,11.8,15.9,1.3,1.5,14.3,18.8,-0.6,1.7,1.2,.026,-2.8,-0.7,-3.5,-0.8
589,Jericho Sims,C,25,NYK,43,10,13.0,0.9,1.3,.704,0.0,0.0,,0.9,1.3,.704,.704,0.3,0.5,.636,1.3,2.0,3.3,0.6,0.2,0.4,0.4,1.0,2.1,2024,11.0,.707,.000,.407,10.7,17.5,14.1,5.4,0.7,3.0,20.1,6.1,0.8,0.7,1.5,.129,-2.4,0.8,-1.6,0.1
565,Jermaine Samuels,SF,25,HOU,11,0,4.8,0.7,1.0,.727,0.0,0.2,.000,0.7,0.8,.889,.727,0.2,0.2,1.000,0.2,0.8,1.0,0.2,0.1,0.1,0.0,0.4,1.6,2024,15.3,.758,.182,.182,4.0,18.2,11.1,5.3,0.9,1.7,0.0,9.5,0.1,0.1,0.2,.194,-0.1,1.2,1.2,0.0
548,Jerome Robinson,SG,26,GSW,19,0,3.6,0.5,1.5,.310,0.1,0.8,.133,0.4,0.7,.500,.345,0.3,0.5,.600,0.1,0.2,0.3,0.3,0.0,0.2,0.1,0.3,1.4,2024,4.3,.389,.517,.345,1.6,6.2,3.9,9.4,0.0,3.9,5.6,21.5,-0.1,0.0,-0.1,-0.067,-6.4,-2.6,-9.0,-0.1
297,Jett Howard,SF,20,ORL,14,0,3.7,0.6,1.6,.348,0.4,1.3,.278,0.2,0.4,.600,.457,0.1,0.3,.500,0.1,0.3,0.4,0.2,0.0,0.1,0.1,0.2,1.6,2024,6.7,.464,.783,.174,2.2,9.1,5.6,8.4,0.0,1.8,7.5,22.5,-0.1,0.0,0.0,-0.016,-2.2,-2.5,-4.7,0.0
117,Jevon Carter,PG,28,CHI,67,0,13.7,1.9,4.9,.385,1.0,3.1,.337,0.8,1.8,.471,.492,0.1,0.1,.571,0.1,0.7,0.8,1.2,0.5,0.2,0.5,1.0,4.9,2024,8.2,.494,.636,.021,1.0,5.7,3.3,12.0,1.8,1.6,9.3,17.4,-0.5,0.6,0.1,.007,-3.4,-0.6,-4.0,-0.5
112,Jimmy Butler,PF,34,MIA,51,51,33.9,6.7,13.4,.501,1.0,2.4,.413,5.7,11.1,.520,.537,6.7,7.8,.857,1.8,3.5,5.3,4.9,1.4,0.3,1.7,1.2,21.1,2024,22.5,.626,.177,.581,6.0,11.9,8.9,22.9,2.1,1.0,9.1,24.4,5.5,2.3,7.8,.216,4.2,0.8,5.0,3.1
355,Jock Landale,C,28,HOU,47,1,12.0,1.5,3.1,.490,0.1,0.6,.241,1.4,2.5,.552,.514,0.8,1.0,.804,1.6,1.5,3.0,1.0,0.3,0.6,0.5,1.3,4.0,2024,15.1,.563,.200,.317,13.7,13.1,13.4,11.1,1.0,4.6,11.7,14.1,0.9,0.8,1.7,.146,-1.2,0.6,-0.5,0.2
263,Joe Harris,SG,32,DET,16,0,10.6,0.9,2.4,.359,0.6,1.9,.333,0.3,0.6,.444,.487,0.1,0.1,.500,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,2024,4.6,.489,.769,.051,1.9,6.7,4.3,7.6,0.8,1.0,9.1,11.0,0.0,0.0,0.0,.001,-4.7,-1.1,-5.8,-0.2
303,Joe Ingles,SF,36,ORL,59,0,17.2,1.5,3.4,.424,1.0,2.4,.418,0.5,1.1,.435,.569,0.4,0.5,.852,0.3,1.8,2.1,3.0,0.6,0.1,0.9,1.4,4.3,2024,10.5,.591,.695,.133,2.1,12.4,7.2,23.1,1.9,0.4,20.1,11.6,1.0,1.3,2.3,.109,-1.8,1.4,-0.4,0.4
180,Joel Embiid,C,29,PHI,34,34,34.0,11.8,22.2,.533,1.2,3.3,.366,10.6,18.9,.562,.560,10.5,11.9,.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3,2024,34.8,.645,.149,.534,8.3,28.8,18.3,32.7,1.7,4.8,11.9,39.4,4.8,2.0,6.8,.281,8.8,3.1,11.8,4.1
132,John Collins,PF,26,UTA,68,66,28.0,5.8,11.0,.532,1.3,3.4,.371,4.6,7.6,.605,.590,2.2,2.7,.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1,2024,17.4,.621,.311,.248,9.2,23.9,16.6,6.1,1.0,2.9,10.6,20.3,3.0,1.4,4.4,.112,0.4,-1.4,-0.9,0.5
349,John Konchar,SF,27,MEM,55,23,21.3,1.6,3.8,.423,0.7,2.2,.317,0.9,1.6,.568,.514,0.4,0.5,.840,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3,2024,11.4,.537,.577,.120,6.5,18.0,12.0,13.1,2.1,4.0,17.4,9.7,0.5,1.7,2.2,.091,-2.6,2.2,-0.4,0.5
151,Johnny Davis,SG,21,WAS,43,2,11.1,1.1,3.0,.357,0.2,0.7,.250,0.9,2.3,.392,.388,0.2,0.3,.600,0.4,1.0,1.3,0.6,0.3,0.2,0.2,0.9,2.5,2024,5.3,.402,.248,.116,3.7,9.4,6.5,6.3,1.4,1.5,5.6,12.6,-0.5,0.2,-0.3,-0.034,-6.0,-1.5,-7.5,-0.7
342,Johnny Juzang,SG,22,UTA,13,1,14.5,2.1,4.5,.458,1.2,3.3,.349,0.9,1.2,.750,.585,0.1,0.1,1.000,0.4,1.2,1.5,0.8,0.0,0.0,0.5,1.2,5.4,2024,8.1,.589,.729,.017,2.9,8.7,5.8,7.3,0.0,0.0,9.2,14.5,0.1,0.0,0.1,.026,-2.2,-2.9,-5.1,-0.1
645,Jonas Valančiūnas,C,31,NOP,73,73,24.1,5.0,8.9,.562,0.5,1.5,.336,4.5,7.4,.608,.591,2.0,2.5,.797,2.4,6.7,9.2,2.1,0.4,0.9,1.3,2.8,12.5,2024,20.1,.625,.169,.280,11.3,30.4,21.0,12.7,0.8,3.8,11.7,20.4,3.8,3.0,6.9,.188,1.0,0.6,1.7,1.6
306,Jonathan Isaac,PF,26,ORL,51,1,15.4,2.6,4.9,.522,0.7,1.9,.396,1.8,3.0,.600,.598,1.1,1.5,.720,1.3,3.1,4.4,0.5,0.7,1.2,0.5,1.1,6.9,2024,20.1,.623,.382,.299,9.5,24.0,16.7,4.6,2.3,7.3,7.8,17.2,1.4,1.8,3.2,.197,1.9,2.5,4.4,1.3
353,Jonathan Kuminga,PF,21,GSW,70,44,26.3,6.3,11.8,.529,0.7,2.3,.316,5.5,9.6,.579,.559,3.1,4.1,.740,1.3,3.5,4.8,2.1,0.7,0.5,1.7,2.3,16.3,2024,17.0,.597,.191,.349,5.2,14.2,9.7,12.1,1.3,1.7,10.8,24.4,2.4,1.8,4.2,.110,0.0,-0.5,-0.4,0.7
518,Jontay Porter,PF,24,TOR,26,5,13.8,1.5,4.0,.385,0.8,2.3,.333,0.8,1.7,.455,.481,0.6,0.7,.833,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4,2024,14.9,.514,.577,.173,7.8,17.5,12.5,21.7,2.7,4.8,15.8,15.8,0.2,0.5,0.7,.092,-0.3,1.9,1.6,0.3
128,Jordan Clarkson,SG,31,UTA,55,19,30.6,6.1,14.8,.413,1.7,5.6,.294,4.5,9.2,.485,.469,3.2,3.7,.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1,2024,12.6,.521,.379,.246,3.2,9.0,6.1,24.4,1.0,0.3,13.9,26.1,0.1,0.2,0.3,.008,-1.4,-3.1,-4.5,-1.1
196,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,2024,16.7,.761,.429,.286,0.0,10.5,5.1,12.6,0.0,0.0,11.3,17.2,0.1,0.0,0.1,.153,3.2,-1.2,2.0,0.0
234,Jordan Goodwin,PG,25,MEM,49,7,16.4,2.1,5.6,.370,0.6,2.3,.279,1.4,3.4,.430,.426,0.6,0.8,.732,1.1,2.2,3.3,2.4,0.8,0.4,0.9,1.2,5.4,2024,11.5,.451,.402,.149,7.7,14.9,11.3,20.3,2.2,2.0,13.5,18.2,-0.3,1.0,0.7,.041,-2.3,0.7,-1.6,0.1
270,Jordan Hawkins,SG,21,NOP,62,10,18.0,2.8,7.2,.385,1.7,4.7,.366,1.0,2.5,.422,.505,1.1,1.3,.838,0.5,1.9,2.3,1.1,0.3,0.1,0.6,1.1,8.3,2024,10.5,.537,.653,.180,2.8,11.3,7.1,8.4,0.8,0.5,7.3,20.1,0.4,1.0,1.4,.061,-1.1,-1.6,-2.7,-0.2
419,Jordan McLaughlin,PG,27,MIN,47,0,10.5,1.2,2.5,.479,0.8,1.6,.500,0.4,1.0,.444,.634,0.2,0.3,.667,0.3,1.0,1.3,1.8,0.6,0.1,0.3,0.6,3.4,2024,16.2,.640,.622,.101,3.6,10.5,7.3,23.4,3.0,1.3,10.8,12.5,1.1,0.9,2.1,.203,2.0,3.6,5.6,0.9
431,Jordan Miller,SF,24,LAC,8,0,3.5,0.6,1.1,.556,0.1,0.3,.500,0.5,0.9,.571,.611,0.3,0.3,1.000,0.4,0.3,0.6,0.0,0.0,0.0,0.1,0.3,1.6,2024,14.1,.658,.222,.222,12.7,7.9,10.2,0.0,0.0,0.0,9.2,17.1,0.1,0.0,0.1,.114,0.4,-4.3,-3.9,0.0
481,Jordan Nwora,SF,25,TOR,44,1,12.6,2.5,5.4,.458,0.8,2.4,.317,1.7,3.0,.568,.528,0.8,1.0,.857,0.4,2.0,2.4,1.1,0.5,0.2,0.9,1.0,6.5,2024,13.6,.560,.441,.178,3.6,18.2,10.7,11.9,2.1,1.4,13.0,22.5,-0.1,0.5,0.4,.039,-1.5,-1.2,-2.7,-0.1
516,Jordan Poole,SG,24,WAS,72,60,29.6,6.1,14.8,.411,2.3,7.0,.321,3.8,7.8,.491,.487,2.4,2.8,.871,0.4,2.3,2.6,4.0,1.1,0.3,2.4,3.2,16.9,2024,11.5,.526,.472,.189,1.4,8.4,4.8,19.8,1.7,1.0,12.9,26.2,-1.7,0.8,-0.9,-0.021,-2.6,-1.9,-4.5,-1.3
663,Jordan Walsh,SF,19,BOS,6,0,6.7,0.5,1.3,.375,0.0,0.7,.000,0.5,0.7,.750,.375,0.0,0.0,,0.5,1.7,2.2,0.7,0.3,0.2,0.3,1.0,1.0,2024,8.3,.375,.500,.000,8.5,25.9,17.5,12.0,2.5,2.2,20.0,10.9,0.0,0.1,0.1,.067,-6.6,3.4,-3.2,0.0
11,Jose Alvarado,PG,25,NOP,51,0,17.8,2.5,6.1,.408,1.3,3.5,.371,1.2,2.6,.458,.515,0.7,1.0,.680,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.5,6.9,2024,12.6,.532,.576,.162,2.7,11.2,7.0,15.7,3.0,1.6,10.3,17.6,0.4,1.4,1.8,.097,-1.6,1.7,0.1,0.5
223,Josh Giddey,SG,21,OKC,72,72,24.8,5.0,10.5,.474,1.1,3.1,.341,3.9,7.4,.529,.524,1.2,1.4,.814,1.4,4.8,6.2,4.5,0.6,0.5,2.0,1.3,12.2,2024,16.6,.546,.294,.135,6.6,20.8,14.0,25.3,1.2,2.0,15.0,23.0,1.3,2.5,3.8,.101,1.1,0.3,1.4,1.5
247,Josh Green,SG,23,DAL,54,32,26.6,3.2,6.6,.493,1.3,3.3,.401,1.9,3.3,.584,.593,0.7,1.0,.673,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.5,2024,10.3,.604,.499,.155,2.9,10.3,6.6,11.1,1.5,0.6,13.1,13.0,1.2,1.0,2.3,.075,-2.0,-0.3,-2.3,-0.1
267,Josh Hart,SF,28,NYK,72,33,32.8,3.5,8.3,.418,1.0,3.4,.306,2.4,4.9,.496,.481,1.0,1.3,.771,1.6,6.6,8.2,3.9,0.9,0.3,1.4,2.0,9.0,2024,11.3,.507,.411,.161,5.4,22.5,13.9,15.9,1.4,0.9,13.7,13.4,1.4,3.3,4.7,.096,-1.5,1.4,-0.1,1.1
442,Josh Minott,SF,21,MIN,26,0,2.7,0.5,1.0,.444,0.1,0.3,.250,0.4,0.7,.526,.481,0.5,0.5,.857,0.1,0.4,0.5,0.2,0.2,0.2,0.1,0.3,1.5,2024,18.9,.573,.296,.519,5.1,15.4,10.5,8.4,2.8,5.1,5.7,22.2,0.1,0.2,0.3,.194,0.0,2.9,3.0,0.1
488,Josh Okogie,SG,25,PHO,56,11,16.9,1.5,3.6,.414,0.5,1.7,.301,1.0,2.0,.509,.483,1.4,1.8,.745,1.3,1.4,2.7,1.1,0.8,0.4,0.6,1.2,4.9,2024,11.9,.549,.458,.502,9.2,8.8,9.0,8.5,2.4,2.1,12.4,12.9,1.0,1.0,2.0,.100,-1.4,0.8,-0.7,0.3
546,Josh Richardson,SG,30,MIA,43,6,25.7,3.6,8.1,.444,1.5,4.4,.347,2.0,3.7,.561,.539,1.2,1.3,.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,9.9,2024,11.4,.573,.548,.156,1.8,10.7,6.2,13.8,1.1,1.2,8.9,16.4,0.9,1.2,2.1,.091,-1.3,0.0,-1.3,0.2
527,Joshua Primo,SG,21,LAC,2,0,5.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.5,2.0,0.0,1.0,2024,-12.8,.333,.333,.000,11.8,0.0,5.7,0.0,0.0,9.0,57.1,30.8,-0.1,0.0,-0.1,-0.588,-16.8,-8.3,-25.1,-0.1
286,Jrue Holiday,PG,33,BOS,62,62,33.1,4.9,10.0,.485,2.1,4.6,.446,2.8,5.4,.518,.587,1.0,1.2,.833,1.2,4.2,5.4,4.9,0.9,0.8,1.8,1.6,12.8,2024,14.8,.605,.461,.116,4.2,13.1,8.8,19.6,1.4,2.1,14.6,16.2,3.3,2.7,6.0,.139,1.3,1.2,2.4,2.3
635,Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,2024,2.5,.292,.333,.000,8.3,21.7,14.9,8.9,0.9,1.7,14.3,11.3,-0.1,0.1,0.0,-0.028,-8.8,-0.8,-9.5,-0.1
54,Jules Bernard,SG,24,WAS,14,0,7.4,1.4,3.4,.396,0.6,1.7,.333,0.8,1.7,.458,.479,0.2,0.4,.500,0.5,0.6,1.1,0.9,0.1,0.1,0.3,0.8,3.5,2024,10.8,.484,.500,.125,7.1,8.5,7.8,16.5,0.9,0.8,7.3,22.3,0.0,0.0,0.0,-0.005,-1.6,-2.7,-4.3,-0.1
123,Julian Champagnie,SF,22,SAS,66,51,18.2,2.0,5.0,.398,1.3,3.5,.366,0.7,1.5,.474,.527,0.9,1.1,.817,0.6,2.0,2.6,1.2,0.6,0.5,0.7,1.0,6.1,2024,10.5,.562,.705,.216,3.3,12.2,7.7,8.9,1.6,2.4,10.9,14.2,0.4,1.0,1.4,.054,-1.9,-0.3,-2.2,0.0
507,Julian Phillips,SF,20,CHI,40,0,8.1,0.8,1.9,.416,0.3,1.0,.316,0.5,1.0,.513,.494,0.3,0.5,.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1.0,2.2,2024,6.9,.521,.494,.247,4.1,8.4,6.2,5.3,1.1,2.2,10.5,13.0,0.0,0.2,0.2,.031,-4.8,-0.6,-5.3,-0.3
610,Julian Strawther,SF,21,DEN,44,0,11.9,1.8,4.9,.377,0.9,3.0,.299,0.9,1.8,.506,.470,0.5,0.6,.741,0.1,1.1,1.2,1.0,0.4,0.2,0.4,1.2,5.0,2024,8.8,.489,.623,.126,1.1,10.2,5.7,10.8,1.6,1.1,7.7,20.5,-0.3,0.5,0.3,.024,-4.2,-1.3,-5.6,-0.5
538,Julius Randle,PF,29,NYK,46,46,35.4,8.6,18.2,.472,1.7,5.3,.311,6.9,12.9,.539,.518,5.1,6.6,.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,2024,18.8,.569,.292,.361,6.7,22.2,14.5,22.8,0.8,0.7,14.1,29.8,1.9,2.0,4.0,.117,2.1,-0.3,1.9,1.6
124,Justin Champagnie,SF,22,WAS,10,1,15.1,2.0,5.0,.400,1.0,3.2,.313,1.0,1.8,.556,.500,1.0,1.2,.833,1.1,1.8,2.9,1.2,0.6,0.6,0.9,1.2,6.0,2024,12.5,.543,.640,.240,7.6,13.1,10.3,10.5,1.9,3.2,14.0,17.9,0.0,0.1,0.1,.040,-1.4,-0.8,-2.3,0.0
287,Justin Holiday,SG,34,DEN,50,9,14.5,1.5,3.2,.459,0.9,2.2,.402,0.6,0.9,.596,.601,0.1,0.1,.750,0.1,1.1,1.2,1.1,0.6,0.1,0.2,1.2,3.9,2024,9.6,.603,.704,.025,1.1,8.1,4.7,9.3,2.1,0.7,5.9,10.3,0.8,0.8,1.5,.102,-2.6,1.0,-1.6,0.1
312,Justin Jackson,SF,28,MIN,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.034,-6.3,-1.2,-7.5,0.0
441,Justin Minaya,SF,24,POR,28,0,7.7,0.4,1.5,.293,0.2,0.9,.231,0.2,0.5,.400,.366,0.1,0.3,.500,0.5,0.6,1.1,0.3,0.2,0.3,0.3,0.6,1.2,2024,5.2,.382,.634,.195,7.0,10.0,8.4,5.5,1.4,2.9,13.6,10.2,-0.2,0.1,-0.1,-0.014,-5.0,-0.8,-5.9,-0.2
480,Jusuf Nurkić,C,29,PHO,69,69,27.1,4.4,8.5,.515,0.3,1.3,.241,4.1,7.2,.563,.533,2.2,3.4,.631,2.9,7.9,10.9,3.7,1.0,1.0,2.3,3.3,11.2,2024,17.4,.561,.149,.404,12.9,31.3,22.6,19.1,1.7,3.4,18.5,19.5,1.7,3.2,5.0,.127,-1.1,1.6,0.5,1.2
399,KJ Martin,SF,23,PHI,55,2,11.9,1.5,2.9,.528,0.1,0.5,.286,1.4,2.4,.580,.553,0.4,0.7,.537,0.6,1.5,2.1,0.8,0.4,0.2,0.5,1.7,3.6,2024,9.5,.559,.176,.258,5.4,13.9,9.6,9.2,1.6,1.3,13.7,13.5,0.2,0.6,0.9,.064,-4.4,0.0,-4.4,-0.4
217,Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,-19.8,.000,.500,.000,0.0,15.6,7.9,0.0,0.0,0.0,0.0,24.8,-0.1,0.0,-0.1,-0.550,-18.6,-10.0,-28.6,-0.1
636,Karl-Anthony Towns,PF,28,MIN,60,60,32.8,7.9,15.5,.506,2.2,5.3,.423,5.6,10.3,.550,.578,4.2,4.8,.874,1.5,6.9,8.4,3.0,0.7,0.7,2.8,3.3,22.1,2024,19.2,.628,.340,.307,5.5,22.6,14.5,14.8,1.1,1.8,13.8,27.5,2.8,3.7,6.4,.156,1.9,1.0,2.9,2.4
361,Kawhi Leonard,SF,32,LAC,67,67,34.2,9.0,17.1,.525,2.1,4.9,.417,6.9,12.1,.569,.585,3.8,4.2,.887,1.2,4.9,6.1,3.6,1.7,0.9,1.7,1.4,23.7,2024,23.4,.627,.290,.248,4.3,15.8,10.2,16.9,2.4,2.3,8.4,26.6,6.1,2.8,8.9,.185,4.9,0.7,5.6,4.4
463,Keegan Murray,SF,23,SAC,68,68,33.2,5.6,12.2,.461,2.2,6.2,.359,3.4,6.0,.566,.552,1.4,1.7,.817,1.3,4.1,5.4,1.6,1.0,0.7,0.9,2.8,14.9,2024,13.1,.574,.509,.138,4.2,14.1,9.1,6.8,1.5,2.0,6.2,17.8,2.2,2.2,4.4,.092,-0.6,-0.5,-1.2,0.5
44,Keita Bates-Diop,SF,28,BRK,53,8,12.5,1.4,3.1,.434,0.4,1.3,.304,1.0,1.8,.526,.497,0.6,0.8,.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7,3.7,2024,11.5,.534,.416,.253,5.6,12.8,9.3,7.4,1.8,2.9,7.5,13.0,0.5,0.7,1.2,.089,-1.5,0.4,-1.1,0.1
328,Keldon Johnson,SF,24,SAS,68,26,29.6,5.7,12.6,.456,1.9,5.3,.348,3.9,7.2,.535,.529,2.5,3.2,.790,1.4,4.1,5.5,2.9,0.7,0.3,1.4,2.1,15.8,2024,14.3,.567,.424,.256,5.0,15.2,10.0,14.3,1.2,0.8,9.3,21.9,1.6,1.3,2.9,.069,-0.2,-1.4,-1.6,0.2
491,Kelly Olynyk,C,32,TOR,71,20,21.8,3.4,6.2,.543,0.8,2.0,.388,2.6,4.2,.615,.605,1.8,2.1,.829,1.4,3.7,5.1,4.4,0.9,0.4,1.9,2.9,9.2,2024,16.9,.650,.317,.347,6.8,18.6,12.7,27.9,2.0,1.5,20.9,17.3,2.9,1.3,4.2,.130,0.5,1.2,1.8,1.5
496,Kelly Oubre Jr.,SF,28,PHI,60,44,29.7,5.5,12.6,.435,1.4,4.6,.296,4.1,8.0,.515,.489,2.4,3.3,.745,1.4,3.4,4.8,1.4,1.1,0.6,1.2,2.9,14.8,2024,12.9,.525,.362,.259,5.1,13.1,9.0,7.0,1.9,1.9,7.9,22.1,0.3,1.9,2.2,.058,-1.9,-0.8,-2.7,-0.3
98,Kendall Brown,SG,20,IND,12,0,3.6,0.5,0.8,.600,0.0,0.1,.000,0.5,0.8,.667,.600,0.4,0.7,.625,0.3,0.1,0.3,0.3,0.0,0.0,0.1,0.4,1.4,2024,12.0,.629,.100,.800,7.9,2.6,5.3,11.2,0.0,0.0,6.9,14.2,0.1,0.0,0.1,.112,-0.8,-2.1,-3.0,0.0
374,Kenneth Lofton Jr.,PF,21,PHI,17,0,6.4,0.9,2.5,.349,0.2,0.7,.250,0.7,1.8,.387,.384,0.5,0.9,.533,0.1,0.9,1.1,0.8,0.2,0.2,0.5,0.9,2.4,2024,6.0,.413,.279,.349,2.0,16.9,9.2,19.9,1.4,2.6,13.9,23.0,-0.3,0.1,-0.2,-0.071,-6.9,0.0,-6.9,-0.1
692,Kenrich Williams,PF,29,OKC,60,1,14.5,1.8,3.8,.457,0.8,2.0,.377,1.0,1.8,.546,.557,0.1,0.2,.417,0.9,2.1,3.1,1.3,0.6,0.1,0.3,1.5,4.4,2024,11.9,.555,.530,.052,7.3,15.8,11.7,10.9,1.9,0.7,7.8,12.7,1.0,1.2,2.2,.122,-1.1,0.5,-0.5,0.3
