,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
241,A.J. Green,SG,24,MIL,49,0,10.2,1.5,3.4,.429,1.2,3.0,.414,0.2,0.5,.522,.607,0.3,0.3,.938,0.2,1.0,1.1,0.6,0.1,0.0,0.2,0.9,4.5,2024,11.4,.626,.863,.095,1.8,10.3,6.1,7.2,0.6,0.3,4.4,15.8,0.8,0.3,1.0,.100,0.4,-1.8,-1.4,0.1
358,A.J. Lawson,SG,23,DAL,35,0,7.2,1.3,2.8,.485,0.4,1.2,.310,1.0,1.6,.618,.552,0.4,0.6,.619,0.3,0.7,1.0,0.4,0.3,0.1,0.3,0.6,3.4,2024,13.3,.565,.433,.216,5.2,10.0,7.6,7.8,1.9,1.0,8.6,19.8,0.2,0.2,0.4,.072,-2.0,-1.2,-3.1,-0.1
248,AJ Griffin,SF,20,ATL,18,0,7.3,0.7,2.5,.289,0.5,1.8,.273,0.2,0.7,.333,.389,0.1,0.1,1.000,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1,2024,1.8,.403,.733,.044,1.6,10.3,5.8,3.8,0.4,0.7,11.6,16.3,-0.3,0.0,-0.3,-0.096,-5.3,-3.3,-8.6,-0.2
237,Aaron Gordon,PF,28,DEN,67,67,31.6,5.5,10.0,.552,0.5,1.9,.288,5.0,8.1,.613,.579,2.3,3.6,.654,2.4,4.1,6.5,3.4,0.8,0.6,1.5,1.9,13.9,2024,16.4,.602,.187,.359,8.7,14.1,11.5,14.4,1.2,1.7,11.3,18.0,3.7,2.3,6.0,.137,0.9,-0.1,0.8,1.5
285,Aaron Holiday,PG,27,HOU,70,1,16.4,2.3,5.3,.442,1.1,2.8,.392,1.3,2.5,.497,.544,0.7,0.8,.912,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.5,6.5,2024,11.4,.576,.523,.154,1.9,8.6,5.2,15.6,1.6,0.5,10.8,16.5,1.1,1.2,2.3,.097,-1.8,0.4,-1.3,0.2
473,Aaron Nesmith,SF,24,IND,65,40,27.6,4.4,8.9,.491,2.0,4.8,.430,2.3,4.1,.561,.606,1.4,1.9,.754,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,2024,12.8,.628,.535,.211,3.5,11.9,7.7,6.8,1.6,2.1,8.5,16.1,2.3,1.2,3.5,.095,-0.3,-0.1,-0.4,0.7
681,Aaron Wiggins,SG,25,OKC,69,1,14.8,2.5,4.2,.580,0.8,1.6,.505,1.7,2.7,.624,.672,0.6,0.8,.764,0.8,1.6,2.3,0.9,0.6,0.2,0.7,1.1,6.3,2024,15.2,.687,.365,.188,6.0,11.2,8.7,8.2,1.9,1.4,12.9,15.4,1.8,1.2,3.0,.143,0.6,0.1,0.7,0.7
188,Adam Flagler,SG,24,OKC,1,0,6.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024,-13.7,.000,1.000,.000,0.0,0.0,0.0,18.0,0.0,0.0,0.0,21.7,-0.1,0.0,-0.1,-0.450,-17.9,-8.9,-26.9,0.0
566,Adama Sanogo,PF,21,CHI,4,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.5,0.8,.667,0.8,1.0,1.8,0.0,0.0,0.0,0.3,0.0,2.5,2024,39.2,.940,.000,.750,27.4,37.9,32.6,0.0,0.0,0.0,15.8,23.1,0.1,0.0,0.1,.333,12.3,0.8,13.1,0.0
571,Admiral Schofield,PF,26,ORL,20,0,3.6,0.4,1.1,.364,0.2,0.7,.308,0.2,0.5,.444,.455,0.0,0.1,.000,0.1,0.6,0.7,0.3,0.1,0.0,0.2,0.4,1.0,2024,3.9,.437,.591,.091,3.3,18.3,10.7,9.7,0.7,0.0,14.9,16.5,-0.1,0.1,0.0,-0.027,-5.8,-1.1,-6.9,-0.1
293,Al Horford,C,37,BOS,59,30,27.2,3.2,6.4,.504,1.7,3.9,.421,1.5,2.4,.641,.635,0.4,0.5,.893,1.3,5.2,6.5,2.6,0.6,1.0,0.7,1.5,8.5,2024,14.7,.647,.621,.075,5.3,19.9,12.9,12.3,1.1,3.1,10.2,11.7,3.2,2.5,5.7,.170,1.5,2.0,3.6,2.3
108,Alec Burks,SG,32,NYK,61,1,19.1,3.4,9.1,.374,2.0,5.3,.378,1.4,3.8,.370,.485,2.3,2.7,.867,0.4,2.0,2.3,1.4,0.4,0.2,0.8,1.2,11.1,2024,13.2,.543,.584,.298,2.3,11.5,6.8,10.5,1.0,0.9,6.8,24.5,0.8,0.6,1.5,.060,0.0,-2.1,-2.1,0.0
513,Aleksej Pokusevski,PF,22,CHO,20,0,12.7,1.4,3.6,.394,0.4,1.7,.242,1.0,1.9,.526,.451,0.7,1.0,.700,0.7,1.9,2.6,1.2,0.6,0.4,0.6,0.7,3.9,2024,11.5,.489,.465,.282,5.6,17.1,11.2,12.9,2.3,2.6,13.1,15.8,-0.1,0.3,0.2,.039,-2.4,0.5,-1.8,0.0
120,Alex Caruso,SG,29,CHI,65,51,28.1,3.5,7.6,.465,1.8,4.6,.395,1.7,3.0,.573,.585,1.1,1.4,.761,0.9,2.9,3.8,3.2,1.6,1.0,1.4,2.6,10.0,2024,14.3,.606,.611,.187,3.4,11.9,7.6,15.8,2.8,3.7,14.3,15.0,1.9,2.3,4.2,.111,-0.1,2.2,2.1,1.9
203,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0,2024,-1.9,.291,.333,.333,16.7,0.0,7.9,0.0,0.0,0.0,12.7,24.4,-0.1,0.0,-0.1,-0.226,-9.9,-8.2,-18.1,-0.1
360,Alex Len,C,30,SAC,39,0,9.2,1.2,1.9,.616,0.0,0.1,.000,1.2,1.8,.643,.616,0.5,0.8,.600,1.1,1.7,2.8,0.9,0.3,0.7,0.5,1.2,2.8,2024,16.0,.626,.041,.411,12.6,21.6,17.0,13.0,1.4,6.6,19.6,12.8,0.6,0.5,1.1,.145,-2.0,2.3,0.3,0.2
684,Alondes Williams,SG,24,MIA,3,0,3.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.3,0.3,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,1.0,2024,-3.7,.338,.500,.250,0.0,10.4,5.1,0.0,0.0,0.0,18.4,22.0,-0.1,0.0,-0.1,-0.232,-12.6,-4.8,-17.4,0.0
576,Alperen Sengun,C,21,HOU,63,63,32.5,8.4,15.6,.537,0.5,1.8,.297,7.8,13.8,.567,.553,3.9,5.6,.693,2.9,6.4,9.3,5.0,1.2,0.7,2.6,3.3,21.1,2024,22.0,.585,.113,.358,9.5,21.3,15.4,25.2,1.8,2.1,12.5,27.0,3.8,3.3,7.1,.168,3.1,1.8,4.9,3.6
27,Amari Bailey,PG,19,CHO,8,0,3.9,0.4,1.5,.250,0.0,0.6,.000,0.4,0.9,.429,.250,0.1,0.3,.500,0.3,0.0,0.3,0.3,0.1,0.0,0.1,0.0,0.9,2024,1.0,.272,.417,.167,6.9,0.0,3.6,8.8,1.6,0.0,7.2,19.7,-0.1,0.0,-0.1,-0.189,-8.5,-3.9,-12.5,-0.1
624,Amen Thompson,SF,21,HOU,54,15,21.4,3.7,7.1,.530,0.1,1.0,.145,3.6,6.0,.595,.541,1.6,2.4,.674,2.2,4.1,6.3,2.4,1.2,0.6,1.4,2.3,9.2,2024,17.8,.570,.144,.339,11.0,20.6,15.8,16.3,2.7,2.7,15.0,18.9,1.3,2.2,3.5,.145,-0.5,2.2,1.7,1.1
131,Amir Coffey,SF,26,LAC,61,11,19.7,2.2,4.4,.504,1.0,2.3,.417,1.3,2.1,.597,.612,0.8,0.9,.875,0.4,1.5,1.9,1.1,0.5,0.2,0.5,1.4,6.2,2024,10.4,.644,.519,.209,2.3,8.6,5.6,7.0,1.4,0.7,9.0,11.8,1.6,0.7,2.3,.093,-1.5,-0.4,-1.9,0.0
171,Andre Drummond,C,30,CHI,74,10,17.0,3.3,6.1,.551,0.0,0.0,.000,3.3,6.0,.555,.551,1.6,2.8,.592,3.3,5.5,8.8,0.5,0.9,0.6,1.0,1.7,8.3,2024,22.7,.572,.007,.460,21.3,36.8,28.9,4.4,2.6,3.8,12.5,21.5,2.0,2.5,4.5,.169,0.6,-0.8,-0.1,0.6
308,Andre Jackson Jr.,SG,22,MIL,50,8,10.3,0.9,1.8,.528,0.3,0.8,.375,0.6,1.0,.653,.612,0.2,0.2,.727,0.8,1.2,2.0,1.0,0.3,0.1,0.5,1.7,2.3,2024,9.2,.623,.449,.124,8.9,12.4,10.7,11.5,1.3,0.7,20.4,9.9,0.6,0.4,1.0,.097,-3.0,0.0,-3.0,-0.1
205,Andrew Funk,SG,24,CHI,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,-12.8,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,-0.354,-18.5,-9.9,-28.4,0.0
472,Andrew Nembhard,PG,24,IND,61,40,24.7,3.9,7.8,.500,0.9,2.5,.362,3.0,5.3,.564,.558,0.6,0.8,.787,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,9.3,2024,11.5,.572,.318,.098,2.5,7.0,4.7,20.3,1.8,0.3,15.6,16.4,1.1,0.6,1.7,.054,-1.7,-0.5,-2.2,-0.1
682,Andrew Wiggins,SF,28,GSW,64,52,27.0,5.0,10.9,.456,1.2,3.4,.359,3.7,7.4,.501,.513,1.9,2.5,.736,1.6,3.0,4.5,1.7,0.6,0.5,1.2,2.1,13.0,2024,12.7,.543,.317,.235,6.3,11.7,9.0,8.9,1.1,1.8,9.0,20.4,1.1,1.4,2.5,.071,-1.3,-1.1,-2.4,-0.2
588,Anfernee Simons,SG,24,POR,46,46,34.4,7.8,18.2,.430,3.4,8.8,.385,4.4,9.4,.472,.523,3.5,3.9,.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6,2024,15.9,.568,.484,.213,1.5,11.0,6.0,27.5,0.7,0.3,12.1,28.1,1.6,0.5,2.1,.064,2.7,-2.6,0.1,0.8
67,Anthony Black,PG,20,ORL,64,33,17.5,1.7,3.8,.458,0.5,1.4,.389,1.2,2.3,.500,.531,0.8,1.3,.613,0.5,1.6,2.2,1.4,0.5,0.3,0.8,1.7,4.8,2024,8.4,.552,.375,.333,3.4,11.1,7.2,10.8,1.5,1.7,16.1,12.8,0.1,1.5,1.6,.069,-3.8,0.9,-2.9,-0.3
150,Anthony Davis,C,30,LAL,69,69,35.9,9.4,17.1,.553,0.4,1.3,.286,9.1,15.8,.575,.564,5.4,6.7,.816,3.2,9.5,12.7,3.6,1.2,2.4,2.0,2.3,24.7,2024,25.6,.617,.077,.391,10.3,27.9,19.6,15.8,1.6,5.7,9.2,26.6,6.4,4.2,10.6,.206,3.4,1.7,5.1,4.4
177,Anthony Edwards,SG,22,MIN,70,69,35.2,9.2,19.9,.463,2.5,6.7,.367,6.8,13.2,.512,.525,5.3,6.3,.829,0.6,4.9,5.5,5.2,1.3,0.6,3.1,1.8,26.2,2024,19.8,.576,.336,.319,2.1,14.9,8.8,24.7,1.8,1.4,12.0,32.4,2.5,4.3,6.8,.133,2.9,0.7,3.7,3.5
228,Anthony Gill,PF,31,WAS,43,0,6.7,1.0,2.1,.467,0.2,0.6,.269,0.8,1.5,.545,.505,0.5,0.6,.808,0.6,0.8,1.4,0.5,0.2,0.2,0.5,0.7,2.7,2024,12.2,.551,.283,.283,9.5,13.8,11.6,10.8,1.5,2.0,16.2,18.1,0.0,0.2,0.2,.033,-2.5,-1.4,-3.9,-0.1
90,Armoni Brooks,PG,25,BRK,10,0,10.4,1.5,4.6,.326,1.1,3.2,.344,0.4,1.4,.286,.446,0.1,0.2,.500,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,2024,8.2,.448,.696,.043,7.1,12.0,9.5,6.8,0.5,0.9,6.0,20.8,-0.1,0.1,0.0,-0.018,-2.1,-3.7,-5.8,-0.1
255,Ashton Hagans,PG,24,POR,16,1,17.3,1.7,3.9,.429,0.4,1.3,.350,1.3,2.7,.465,.484,0.8,0.9,.800,0.7,1.8,2.5,2.9,0.6,0.6,1.8,2.3,4.6,2024,8.5,.524,.317,.238,4.3,12.6,8.2,23.8,1.6,2.9,28.7,15.1,-0.2,0.2,0.0,.001,-4.3,0.6,-3.6,-0.1
625,Ausar Thompson,SF,21,DET,63,38,25.1,3.7,7.6,.483,0.3,1.8,.186,3.3,5.8,.575,.505,1.1,1.9,.597,2.0,4.3,6.4,1.9,1.1,0.9,1.3,2.8,8.8,2024,12.8,.522,.235,.248,8.9,19.5,14.2,10.7,2.1,3.2,13.6,16.5,0.1,1.7,1.8,.053,-2.8,0.7,-2.1,0.0
540,Austin Reaves,SG,25,LAL,74,49,32.1,5.6,11.5,.488,1.9,5.1,.369,3.7,6.4,.582,.569,3.0,3.5,.863,0.7,3.7,4.4,5.6,0.8,0.3,2.2,1.8,16.1,2024,15.8,.618,.440,.301,2.5,12.1,7.5,24.2,1.2,0.7,14.3,20.4,3.7,1.7,5.4,.110,0.9,-0.4,0.5,1.5
168,Ayo Dosunmu,SG,24,CHI,72,33,28.7,4.6,9.3,.499,1.5,3.9,.399,3.1,5.4,.569,.581,1.1,1.3,.814,0.7,2.1,2.8,3.1,0.8,0.5,1.3,2.1,11.9,2024,13.3,.602,.415,.145,2.6,8.2,5.4,15.7,1.5,1.7,11.4,17.1,2.4,1.4,3.8,.088,-0.7,-0.3,-1.0,0.5
3,Bam Adebayo,C,26,MIA,62,62,34.3,7.6,14.7,.521,0.2,0.5,.357,7.5,14.2,.526,.526,4.3,5.7,.749,2.3,8.4,10.7,4.0,1.1,1.0,2.3,2.3,19.7,2024,20.2,.574,.031,.390,7.5,28.0,17.6,19.3,1.7,2.8,11.8,25.3,2.5,3.8,6.3,.143,0.9,1.7,2.6,2.5
582,Ben Sheppard,SG,22,IND,50,1,13.3,1.5,3.7,.413,0.8,2.5,.323,0.7,1.2,.600,.522,0.4,0.5,.870,0.2,1.3,1.5,0.9,0.5,0.0,0.2,1.5,4.2,2024,8.7,.546,.674,.125,1.7,11.1,6.4,7.5,1.8,0.2,4.9,12.9,0.4,0.4,0.8,.059,-3.1,0.1,-3.0,-0.2
586,Ben Simmons,PG,27,BRK,15,12,23.9,2.9,4.9,.581,0.0,0.0,,2.9,4.9,.581,.581,0.4,1.0,.400,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,2024,16.3,.571,.000,.203,9.2,27.9,18.2,32.9,1.7,2.3,25.1,13.0,0.5,0.5,1.0,.133,-0.5,3.0,2.6,0.4
403,Bennedict Mathurin,SF,21,IND,59,19,26.1,5.0,11.2,.446,1.4,3.6,.374,3.7,7.6,.481,.507,3.1,3.8,.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,2.0,14.5,2024,13.0,.562,.323,.338,4.4,12.8,8.6,9.9,1.1,0.7,11.3,23.4,0.7,0.7,1.4,.043,-1.3,-2.3,-3.5,-0.6
136,Bilal Coulibaly,SF,19,WAS,63,15,27.2,3.0,6.9,.435,1.0,2.9,.346,2.0,3.9,.502,.509,1.5,2.1,.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4,2024,8.9,.543,.428,.303,3.4,12.8,8.0,8.2,1.6,2.3,15.1,14.2,-0.5,0.9,0.5,.013,-3.7,-0.5,-4.2,-1.0
64,Bismack Biyombo,C,31,OKC,37,27,20.5,1.8,3.3,.553,0.0,0.0,,1.8,3.3,.553,.553,0.6,1.4,.480,1.6,3.7,5.3,1.4,0.3,0.9,1.1,2.4,4.3,2024,9.4,.552,.000,.407,8.4,20.6,14.3,9.9,0.7,4.3,22.5,10.6,0.0,0.9,0.9,.059,-5.1,1.4,-3.6,-0.3
676,Blake Wesley,SG,20,SAS,53,1,13.5,1.6,3.3,.486,0.2,0.8,.195,1.4,2.5,.576,.509,0.8,1.2,.672,0.3,1.1,1.4,2.6,0.5,0.2,0.8,1.5,4.1,2024,10.8,.544,.237,.370,2.2,9.2,5.7,25.8,1.7,1.0,16.6,14.2,0.5,0.5,0.9,.063,-3.8,0.2,-3.6,-0.3
394,Boban Marjanović,C,35,HOU,12,0,4.6,0.9,2.0,.458,0.0,0.2,.000,0.9,1.8,.500,.458,0.5,0.8,.667,0.5,1.4,1.9,0.3,0.0,0.1,0.2,0.4,2.3,2024,16.3,.501,.083,.375,11.6,33.1,22.3,11.0,0.0,1.7,6.7,23.1,0.0,0.1,0.1,.105,-2.0,-2.0,-4.0,0.0
521,Bobby Portis,PF,28,MIL,73,1,24.3,5.5,10.9,.500,1.2,3.0,.394,4.3,7.9,.540,.554,1.3,1.6,.788,1.7,5.6,7.3,1.2,0.8,0.4,1.1,2.4,13.4,2024,16.7,.575,.273,.148,7.7,24.7,16.4,7.0,1.5,1.3,8.4,22.5,1.6,2.2,3.9,.104,-0.6,-1.0,-1.6,0.2
70,Bogdan Bogdanović,SG,31,ATL,70,24,30.1,5.9,14.0,.426,3.1,8.2,.373,2.9,5.8,.500,.535,1.7,1.9,.908,0.7,2.7,3.4,3.1,1.2,0.3,1.3,2.2,16.6,2024,14.6,.563,.586,.134,2.4,10.2,6.2,14.7,2.0,0.8,8.2,22.2,2.4,1.0,3.5,.079,0.9,-0.7,0.1,1.1
71,Bojan Bogdanović,PF-SF,34,NYK,48,27,27.7,5.7,12.7,.449,2.5,6.3,.396,3.2,6.4,.502,.548,2.2,2.8,.785,0.4,2.4,2.8,1.9,0.6,0.1,2.0,1.9,16.1,2024,12.2,.578,.498,.222,1.6,9.9,5.7,10.7,1.0,0.3,12.3,24.4,0.1,0.6,0.8,.028,-1.0,-2.4,-3.4,-0.5
74,Bol Bol,PF,24,PHO,36,0,11.3,2.3,3.7,.619,0.5,1.3,.422,1.8,2.5,.719,.690,0.4,0.5,.765,0.8,2.5,3.3,0.4,0.2,0.6,0.4,1.1,5.5,2024,19.0,.700,.336,.127,8.8,23.6,16.6,5.8,0.7,4.8,9.6,16.6,0.9,0.5,1.5,.173,1.6,0.4,2.1,0.4
302,Bones Hyland,PG,23,LAC,32,4,13.6,2.2,5.9,.365,1.0,3.3,.317,1.1,2.7,.424,.452,0.4,0.6,.778,0.1,0.9,1.1,2.2,0.6,0.1,1.2,1.3,5.8,2024,8.3,.470,.550,.095,1.1,7.6,4.5,22.5,2.3,0.6,16.5,23.8,-0.7,0.3,-0.3,-0.036,-4.2,-1.5,-5.8,-0.4
51,Bradley Beal,SG,30,PHO,45,45,33.0,6.9,13.9,.498,1.7,4.4,.382,5.2,9.5,.553,.559,2.1,2.7,.793,0.9,3.2,4.1,5.1,1.0,0.4,2.5,2.4,17.7,2024,15.2,.586,.318,.193,3.2,10.4,7.0,22.9,1.4,1.0,14.3,23.1,1.5,1.2,2.6,.085,-0.1,-1.1,-1.2,0.3
511,Brandin Podziemski,SG,20,GSW,65,27,26.7,3.6,8.2,.445,1.2,3.3,.368,2.4,4.9,.497,.519,0.7,1.2,.618,1.6,4.1,5.7,3.7,0.9,0.2,1.2,1.7,9.2,2024,12.7,.530,.400,.143,6.5,16.5,11.5,18.2,1.6,0.7,12.3,15.5,1.6,1.8,3.4,.093,-0.8,0.4,-0.4,0.7
79,Brandon Boston Jr.,SF,22,LAC,26,0,8.5,1.6,3.7,.423,0.3,1.2,.300,1.2,2.6,.478,.469,0.6,0.8,.682,0.4,0.7,1.2,0.3,0.2,0.3,0.4,1.0,4.1,2024,9.5,.497,.309,.227,5.9,9.5,7.7,4.5,0.9,2.8,9.3,23.4,-0.2,0.2,0.0,-0.007,-5.4,-3.2,-8.7,-0.4
127,Brandon Clarke,PF,27,MEM,1,0,21.0,3.0,7.0,.429,0.0,1.0,.000,3.0,6.0,.500,.429,0.0,1.0,.000,3.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,6.0,2024,11.6,.403,.143,.143,15.1,10.8,13.1,7.3,2.3,0.0,0.0,15.2,0.0,0.0,0.0,.047,-3.3,-3.5,-6.8,0.0
304,Brandon Ingram,SF,26,NOP,63,63,33.0,7.8,16.0,.490,1.3,3.8,.356,6.5,12.2,.532,.532,3.9,4.9,.801,0.7,4.4,5.1,5.8,0.8,0.6,2.6,2.3,20.9,2024,18.2,.577,.237,.305,2.3,14.5,8.5,26.8,1.2,1.9,12.3,27.2,2.7,2.5,5.3,.121,1.5,-0.2,1.3,1.7
430,Brandon Miller,SF,21,CHO,66,60,32.1,6.3,14.6,.435,2.4,6.5,.371,3.9,8.1,.487,.518,1.8,2.2,.814,0.8,3.4,4.3,2.4,0.9,0.5,1.7,2.5,16.9,2024,12.6,.543,.445,.151,2.8,12.4,7.5,11.7,1.4,1.6,10.1,23.7,-0.5,1.0,0.5,.012,-1.2,-1.6,-2.9,-0.4
685,Brandon Williams,PG,24,DAL,12,0,4.9,0.7,1.8,.364,0.2,0.5,.333,0.5,1.3,.375,.409,0.5,0.9,.545,0.3,0.3,0.6,1.0,0.1,0.1,0.3,0.2,2.0,2024,11.8,.447,.273,.500,5.6,7.4,6.5,26.5,0.8,1.5,10.1,21.7,0.0,0.0,0.0,.026,-1.1,-2.1,-3.2,0.0
345,Braxton Key,SF,26,DEN,19,0,3.1,0.4,0.9,.412,0.1,0.3,.400,0.3,0.6,.417,.471,0.2,0.3,.667,0.2,0.7,0.8,0.5,0.1,0.1,0.1,0.3,1.1,2024,15.0,.509,.294,.353,5.8,23.9,15.1,19.2,1.7,1.4,4.8,15.3,0.1,0.1,0.2,.150,0.0,1.3,1.3,0.0
577,Brice Sensabaugh,SF,20,UTA,24,7,16.0,2.1,5.6,.370,0.6,3.0,.211,1.5,2.7,.547,.426,0.8,0.9,.864,0.4,2.4,2.8,1.6,0.3,0.1,1.4,1.1,5.6,2024,5.8,.463,.526,.163,2.9,16.1,9.6,13.3,1.0,0.5,19.0,19.4,-0.7,0.1,-0.6,-0.069,-5.4,-2.2,-7.6,-0.6
378,Brook Lopez,C,35,MIL,70,70,30.8,4.6,9.5,.481,1.8,5.1,.360,2.7,4.4,.621,.578,1.3,1.6,.823,1.4,3.8,5.3,1.7,0.6,2.4,0.9,2.4,12.3,2024,14.7,.603,.537,.169,5.3,13.3,9.4,7.3,0.9,6.7,8.3,15.6,2.7,2.6,5.3,.118,0.2,1.0,1.2,1.7
92,Bruce Brown,SG-PG,27,TOR,61,42,28.1,4.1,8.8,.466,0.8,2.5,.316,3.3,6.3,.525,.510,1.8,2.1,.846,0.8,3.5,4.3,2.9,0.9,0.3,1.3,2.2,10.8,2024,11.4,.554,.283,.242,3.3,14.1,8.6,13.0,1.5,0.8,11.6,16.6,0.9,1.0,1.9,.054,-2.5,-0.9,-3.5,-0.6
186,Bruno Fernando,C,25,ATL,36,1,13.8,2.3,3.8,.591,0.0,0.1,.000,2.3,3.7,.609,.591,1.1,1.8,.651,1.4,2.9,4.3,0.8,0.6,0.7,0.9,2.1,5.6,2024,16.5,.616,.029,.460,11.0,23.7,17.1,8.3,2.2,4.5,17.1,16.7,0.5,0.6,1.2,.112,-2.9,1.0,-1.9,0.0
418,Bryce McGowens,SG,21,CHO,52,13,15.3,1.7,3.8,.452,0.6,1.7,.333,1.1,2.1,.551,.528,1.0,1.4,.761,0.3,1.5,1.8,0.9,0.4,0.1,0.5,1.3,5.0,2024,9.3,.574,.457,.360,2.2,11.1,6.5,8.1,1.2,0.8,10.2,14.1,0.4,0.3,0.7,.041,-3.8,-0.9,-4.7,-0.5
69,Buddy Boeheim,SF,24,DET,5,0,9.8,1.4,4.0,.350,1.2,3.4,.353,0.2,0.6,.333,.500,1.0,1.0,1.000,0.2,1.4,1.6,0.6,0.0,0.2,0.0,0.6,5.0,2024,13.6,.563,.850,.250,2.2,16.2,9.1,8.6,0.0,1.7,0.0,19.2,0.1,0.0,0.1,.108,2.7,-1.3,1.4,0.0
279,Buddy Hield,SF-SG,31,PHI,76,42,26.3,4.5,10.3,.441,2.6,6.9,.385,1.9,3.4,.554,.570,0.6,0.6,.875,0.7,2.5,3.2,2.9,0.8,0.5,1.2,2.1,12.3,2024,13.3,.581,.669,.062,2.9,10.8,6.8,14.9,1.5,1.6,10.3,18.9,1.8,1.3,3.2,.076,1.1,-0.6,0.5,1.3
410,CJ McCollum,PG,32,NOP,57,57,31.8,6.9,15.1,.455,3.4,8.1,.415,3.5,7.1,.501,.566,1.7,2.1,.805,0.5,3.7,4.2,4.5,0.9,0.6,1.6,1.9,18.8,2024,17.3,.586,.533,.137,1.8,12.7,7.4,21.0,1.5,2.0,8.9,24.0,2.7,2.2,4.9,.131,2.7,0.0,2.7,2.2
144,Cade Cunningham,PG,22,DET,61,61,33.4,8.4,18.8,.446,1.9,5.4,.350,6.5,13.3,.485,.497,3.8,4.4,.868,0.5,3.8,4.3,7.5,0.9,0.3,3.4,2.5,22.4,2024,16.7,.542,.289,.232,1.7,12.9,7.2,37.1,1.3,0.9,14.1,30.6,0.6,1.0,1.6,.038,1.8,-1.7,0.1,1.1
296,Caleb Houstan,SF,21,ORL,55,11,14.0,1.4,3.6,.388,1.2,3.3,.372,0.1,0.2,.615,.561,0.3,0.4,.792,0.5,1.0,1.5,0.5,0.2,0.1,0.3,1.1,4.3,2024,8.2,.579,.934,.122,4.2,8.1,6.2,4.9,0.8,0.4,7.2,12.6,0.7,0.7,1.4,.087,-1.4,-0.6,-2.1,0.0
397,Caleb Martin,SF,28,MIA,56,19,27.1,3.8,8.7,.437,1.3,3.6,.362,2.5,5.1,.490,.511,1.3,1.6,.787,1.2,3.4,4.6,2.1,0.8,0.4,1.2,2.0,10.1,2024,11.3,.540,.409,.183,4.9,14.3,9.6,11.4,1.4,1.4,11.0,17.3,0.3,1.9,2.3,.071,-2.0,0.1,-1.9,0.0
541,Cam Reddish,SF,24,LAL,45,26,21.3,2.0,5.1,.390,0.8,2.4,.333,1.2,2.7,.442,.469,0.9,1.2,.759,0.6,1.6,2.2,1.0,1.0,0.3,0.7,1.4,5.7,2024,7.8,.506,.474,.237,3.2,7.8,5.6,6.1,2.3,1.3,11.0,12.8,-0.3,0.9,0.6,.029,-4.1,1.0,-3.1,-0.3
622,Cam Thomas,SG,22,BRK,58,43,31.0,7.9,17.7,.445,2.1,5.8,.362,5.8,12.0,.484,.503,4.0,4.7,.850,0.4,2.8,3.3,2.9,0.7,0.2,1.8,2.1,21.9,2024,15.9,.552,.325,.267,1.5,10.4,5.8,15.9,1.2,0.7,8.5,30.3,0.9,1.1,2.0,.055,0.4,-1.8,-1.4,0.2
680,Cam Whitmore,SF,19,HOU,38,1,17.8,4.5,9.6,.464,1.6,4.4,.361,2.9,5.2,.553,.548,1.6,2.3,.670,0.9,3.0,3.9,0.5,0.6,0.3,0.9,1.3,12.1,2024,17.0,.568,.462,.240,5.2,18.0,11.6,4.3,1.6,1.5,8.2,27.6,0.2,1.0,1.2,.086,1.1,-0.7,0.4,0.4
